	Kingdom	Phyllum	Class	Order	Family	Genus	Species	Bd_inhib
ZOTU20146	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	no_unhib
ZOTU8652	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	no_unhib
ZOTU10771	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	no_unhib
ZOTU4132	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	no_unhib
ZOTU4408	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	no_unhib
ZOTU7413	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	no_unhib
ZOTU5474	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	c__Acidobacteriae	no_unhib
ZOTU3129	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriae	f__Acidobacteriae	g__Paludibaculum	g__Paludibaculum	no_unhib
ZOTU12093	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriae	f__Acidobacteriae	g__Paludibaculum	s__uncultured_bacterium	no_unhib
ZOTU5879	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriae	f__Acidobacteriae	g__Paludibaculum	s__uncultured_soil	no_unhib
ZOTU6152	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriae	o__Acidobacteriae	o__Acidobacteriae	o__Acidobacteriae	no_unhib
ZOTU18944	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriae	o__Acidobacteriae	o__Acidobacteriae	o__Acidobacteriae	no_unhib
ZOTU16973	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__0.4900	s__0.3528	no_unhib
ZOTU13855	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__0.7400	s__0.6808	no_unhib
ZOTU19910	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__0.9800	s__0.9114	no_unhib
ZOTU18789	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__0.9900	s__0.6435	no_unhib
ZOTU5920	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__0.9900	s__0.8910	no_unhib
ZOTU6606	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__1.0000	s__0.4300	no_unhib
ZOTU8900	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__1.0000	s__0.5500	no_unhib
ZOTU19567	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__1.0000	s__0.6100	no_unhib
ZOTU5094	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__1.0000	s__0.8900	no_unhib
ZOTU21582	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__1.0000	s__0.9400	no_unhib
ZOTU18060	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__1.0000	s__0.9400	no_unhib
ZOTU19270	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__1.0000	s__0.9500	no_unhib
ZOTU4465	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__1.0000	s__0.9800	no_unhib
ZOTU10706	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__1.0000	s__0.9800	no_unhib
ZOTU12387	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__1.0000	s__0.9900	no_unhib
ZOTU5186	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_	g__1.0000	s__1.0000	no_unhib
ZOTU19857	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus_Koribacter	g__Candidatus_Koribacter	no_unhib
ZOTU14941	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__uncultured	g__uncultured	g__uncultured	no_unhib
ZOTU19328	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__uncultured	g__uncultured	g__uncultured	no_unhib
ZOTU20941	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__uncultured	g__uncultured	g__uncultured	no_unhib
ZOTU5509	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__uncultured	g__uncultured	g__uncultured	no_unhib
ZOTU8558	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__uncultured	g__uncultured	g__uncultured	no_unhib
ZOTU8247	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__uncultured	g__uncultured	s__uncultured_Acidobacteria	no_unhib
ZOTU14334	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__AKIW659	f__AKIW659	g__AKIW659	s__uncultured_bacterium	no_unhib
ZOTU10500	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	f__Bryobacteraceae	f__Bryobacteraceae	no_unhib
ZOTU20350	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	f__Bryobacteraceae	f__Bryobacteraceae	no_unhib
ZOTU10507	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	f__Bryobacteraceae	f__Bryobacteraceae	no_unhib
ZOTU6105	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU922	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU6409	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU21803	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU19340	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU13305	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU4140	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU14581	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU7481	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU11716	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU12646	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU7160	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU7512	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU21447	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU17637	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	g__Bryobacter	no_unhib
ZOTU4167	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__Acidobacteria_bacterium	no_unhib
ZOTU17176	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__metagenome	no_unhib
ZOTU4775	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__metagenome	no_unhib
ZOTU5518	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__metagenome	no_unhib
ZOTU6129	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__uncultured_bacterium	no_unhib
ZOTU1374	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__uncultured_bacterium	no_unhib
ZOTU2760	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__uncultured_bacterium	no_unhib
ZOTU16583	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__uncultured_bacterium	no_unhib
ZOTU3460	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__uncultured_bacterium	no_unhib
ZOTU9027	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__uncultured_bacterium	no_unhib
ZOTU12125	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__uncultured_bacterium	no_unhib
ZOTU21683	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__uncultured_bacterium	no_unhib
ZOTU12559	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__uncultured_bacterium	no_unhib
ZOTU8882	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__uncultured_soil	no_unhib
ZOTU21981	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	o__Bryobacterales	o__Bryobacterales	o__Bryobacterales	no_unhib
ZOTU16571	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	o__Bryobacterales	o__Bryobacterales	o__Bryobacterales	no_unhib
ZOTU13995	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	o__Bryobacterales	o__Bryobacterales	o__Bryobacterales	no_unhib
ZOTU11753	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	o__Bryobacterales	o__Bryobacterales	o__Bryobacterales	no_unhib
ZOTU19909	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Elev-16S-1166	f__Elev-16S-1166	g__Elev-16S-1166	s__uncultured_bacterium	no_unhib
ZOTU14287	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__PAUC26f	f__PAUC26f	g__PAUC26f	g__PAUC26f	no_unhib
ZOTU13375	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__PAUC26f	f__PAUC26f	g__PAUC26f	g__PAUC26f	no_unhib
ZOTU3458	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	g__Candidatus_Solibacter	no_unhib
ZOTU10596	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	g__Candidatus_Solibacter	no_unhib
ZOTU20032	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	g__Candidatus_Solibacter	no_unhib
ZOTU21018	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	g__Candidatus_Solibacter	no_unhib
ZOTU7100	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	g__Candidatus_Solibacter	no_unhib
ZOTU13814	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	g__Candidatus_Solibacter	no_unhib
ZOTU19470	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	g__Candidatus_Solibacter	no_unhib
ZOTU20796	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	s__metagenome	no_unhib
ZOTU15370	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	s__uncultured_Acidobacteria	no_unhib
ZOTU17243	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	s__uncultured_bacterium	no_unhib
ZOTU5417	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	o__Solibacterales	o__Solibacterales	o__Solibacterales	no_unhib
ZOTU12825	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_15	f__Subgroup_15	f__Subgroup_16	f__Subgroup_17	no_unhib
ZOTU15587	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_15	o__Subgroup_16	o__Subgroup_17	o__Subgroup_18	no_unhib
ZOTU21426	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	g__Subgroup_2	no_unhib
ZOTU2570	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	g__Subgroup_2	no_unhib
ZOTU13585	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	g__Subgroup_2	no_unhib
ZOTU17322	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__metagenome	no_unhib
ZOTU21080	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__uncultured_bacterium	no_unhib
ZOTU12655	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__uncultured_bacterium	no_unhib
ZOTU17992	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__uncultured_bacterium	no_unhib
ZOTU15867	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__uncultured_bacterium	no_unhib
ZOTU18121	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__uncultured_bacterium	no_unhib
ZOTU1801	k__Bacteria	p__Acidobacteriota	c__AT-s3-28	o__AT-s3-28	f__AT-s3-28	g__AT-s3-28	g__AT-s3-29	no_unhib
ZOTU11491	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	c__Blastocatellia	c__Blastocatellia	c__Blastocatellia	c__Blastocatellia	no_unhib
ZOTU16952	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	c__Blastocatellia	c__Blastocatellia	c__Blastocatellia	c__Blastocatellia	no_unhib
ZOTU15810	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	c__Blastocatellia	c__Blastocatellia	c__Blastocatellia	c__Blastocatellia	no_unhib
ZOTU19157	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	g__11-24	no_unhib
ZOTU22081	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	g__11-24	no_unhib
ZOTU17975	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	g__11-24	no_unhib
ZOTU10708	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	g__11-24	no_unhib
ZOTU12409	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	g__11-24	no_unhib
ZOTU14141	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU20379	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU2660	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU5098	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU10227	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU1044	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU13469	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU14724	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU7256	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU17662	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU20078	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU4349	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU12283	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU5458	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU12296	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU4969	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU17756	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU8601	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__uncultured_bacterium	no_unhib
ZOTU1265	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	f__Blastocatellaceae	f__Blastocatellaceae	no_unhib
ZOTU11538	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	f__Blastocatellaceae	f__Blastocatellaceae	no_unhib
ZOTU1910	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Aridibacter	s__uncultured_bacterium	no_unhib
ZOTU11165	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Aridibacter	s__uncultured_bacterium	no_unhib
ZOTU3712	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Blastocatella	g__Blastocatella	no_unhib
ZOTU51	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Blastocatella	s__uncultured_Acidobacteria	no_unhib
ZOTU2554	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Blastocatella	s__uncultured_bacterium	no_unhib
ZOTU10	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Blastocatella	s__uncultured_bacterium	no_unhib
ZOTU1547	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Blastocatella	s__uncultured_bacterium	no_unhib
ZOTU20107	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Blastocatella	s__uncultured_bacterium	no_unhib
ZOTU9557	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Blastocatella	s__uncultured_bacterium	no_unhib
ZOTU15964	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Blastocatella	s__uncultured_organism	no_unhib
ZOTU20913	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Blastocatellaceae	s__uncultured_bacterium	no_unhib
ZOTU5854	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__JGI_0001001-H03	g__JGI_0001001-H04	no_unhib
ZOTU1602	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__JGI_0001001-H03	s__uncultured_bacterium	no_unhib
ZOTU4975	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__JGI_0001001-H03	s__uncultured_bacterium	no_unhib
ZOTU7907	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__JGI_0001001-H03	s__uncultured_bacterium	no_unhib
ZOTU3066	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Stenotrophobacter	g__Stenotrophobacter	no_unhib
ZOTU21475	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Stenotrophobacter	s__uncultured_bacterium	no_unhib
ZOTU17050	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__uncultured	g__uncultured	no_unhib
ZOTU4838	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	o__Blastocatellales	o__Blastocatellales	o__Blastocatellales	no_unhib
ZOTU14658	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__DS-100	f__DS-100	g__DS-100	s__uncultured_bacterium	no_unhib
ZOTU1534	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__RB41	g__RB41	no_unhib
ZOTU11915	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__RB41	g__RB41	no_unhib
ZOTU11234	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__RB41	g__RB41	no_unhib
ZOTU8022	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__RB41	g__RB41	no_unhib
ZOTU15479	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__RB41	s__metagenome	no_unhib
ZOTU11531	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	f__Holophagaceae	f__Holophagaceae	no_unhib
ZOTU14999	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	f__Holophagaceae	f__Holophagaceae	no_unhib
ZOTU5643	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	g__Geothrix	s__uncultured_bacterium	no_unhib
ZOTU12228	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	g__Holophaga	g__Holophaga	no_unhib
ZOTU10209	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	g__Holophaga	g__Holophaga	no_unhib
ZOTU22028	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	g__Holophaga	s__uncultured_bacterium	no_unhib
ZOTU1433	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Subgroup_7	f__Subgroup_7	g__Subgroup_7	g__Subgroup_7	no_unhib
ZOTU12010	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Subgroup_7	f__Subgroup_7	g__Subgroup_7	g__Subgroup_7	no_unhib
ZOTU3811	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Subgroup_7	f__Subgroup_7	g__Subgroup_7	s__uncultured_bacterium	no_unhib
ZOTU13823	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Subgroup_7	f__Subgroup_7	g__Subgroup_7	s__uncultured_bacterium	no_unhib
ZOTU15593	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Subgroup_7	f__Subgroup_7	g__Subgroup_7	s__uncultured_bacterium	no_unhib
ZOTU7347	k__Bacteria	p__Acidobacteriota	c__Subgroup_11	o__Subgroup_11	f__Subgroup_11	g__Subgroup_11	s__uncultured_bacterium	no_unhib
ZOTU2929	k__Bacteria	p__Acidobacteriota	c__Subgroup_11	o__Subgroup_11	f__Subgroup_11	g__Subgroup_11	s__uncultured_bacterium	no_unhib
ZOTU11503	k__Bacteria	p__Acidobacteriota	c__Subgroup_11	o__Subgroup_11	f__Subgroup_11	g__Subgroup_11	s__uncultured_bacterium	no_unhib
ZOTU11980	k__Bacteria	p__Acidobacteriota	c__Subgroup_18	o__Subgroup_18	f__Subgroup_18	g__Subgroup_18	g__Subgroup_19	no_unhib
ZOTU12362	k__Bacteria	p__Acidobacteriota	c__Subgroup_18	o__Subgroup_18	f__Subgroup_18	g__Subgroup_18	s__uncultured_bacterium	no_unhib
ZOTU7333	k__Bacteria	p__Acidobacteriota	c__Subgroup_22	o__Subgroup_22	f__Subgroup_22	g__Subgroup_22	g__Subgroup_23	no_unhib
